Provincias;Tasas;Sexo;Periodo;Total
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2014T2;24,76
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2014T1;23,01
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2013T4;21,26
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2013T3;20,77
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2013T2;23,28
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2013T1;24,93
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2012T4;24,92
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2012T3;22,81
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2012T2;23,77
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2012T1;19,05
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2011T4;21,07
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2011T3;17,79
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2011T2;21,16
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2011T1;18,25
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2010T4;19,53
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2010T3;16,10
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2010T2;15,16
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2010T1;18,02
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2009T4;13,45
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2009T3;13,17
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2009T2;15,25
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2009T1;13,78
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2008T4;11,83
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2008T3;7,44
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2008T2;8,90
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2008T1;6,86
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2007T4;6,14
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2007T3;3,26
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2007T2;5,45
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2007T1;5,16
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2006T4;6,62
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2006T3;7,19
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2006T2;6,63
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2006T1;6,21
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2005T4;7,01
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2005T3;5,15
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2005T2;8,73
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2005T1;7,02
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2004T4;6,69
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2004T3;6,65
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2004T2;8,66
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2004T1;10,26
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2003T4;8,66
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2003T3;7,56
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2003T2;9,54
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2003T1;9,23
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2002T4;9,71
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2002T3;7,72
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2002T2;8,49
19 Guadalajara;Tasa de paro de la población;Ambos sexos;2002T1;9,67
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2026T1;56,58
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2025T4;56,36
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2025T3;57,05
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2025T2;56,87
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2025T1;56,23
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2024T4;57,90
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2024T3;58,65
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2024T2;57,42
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2024T1;55,69
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2023T4;58,92
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2023T3;56,11
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2023T2;58,13
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2023T1;57,95
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2022T4;57,07
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2022T3;55,56
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2022T2;55,32
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2022T1;54,17
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2021T4;52,69
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2021T3;54,85
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2021T2;51,92
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2021T1;52,51
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2020T4;53,78
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2020T3;52,83
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2020T2;50,68
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2020T1;55,23
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2019T4;57,39
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2019T3;58,29
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2019T2;60,06
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2019T1;59,13
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2018T4;59,92
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2018T3;60,20
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2018T2;58,49
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2018T1;56,28
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2017T4;57,90
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2017T3;55,72
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2017T2;54,13
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2017T1;53,33
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2016T4;53,98
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2016T3;52,73
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2016T2;53,98
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2016T1;53,78
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2015T4;53,79
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2015T3;53,95
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2015T2;52,85
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2015T1;52,81
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2014T4;50,39
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2014T3;50,91
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2014T2;49,43
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2014T1;49,51
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2013T4;49,31
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2013T3;49,77
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2013T2;50,30
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2013T1;49,29
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2012T4;49,79
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2012T3;50,54
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2012T2;50,15
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2012T1;51,07
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2011T4;49,99
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2011T3;50,99
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2011T2;50,07
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2011T1;51,88
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2010T4;50,24
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2010T3;53,65
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2010T2;53,38
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2010T1;51,62
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2009T4;53,66
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2009T3;52,87
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2009T2;51,93
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2009T1;54,22
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2008T4;54,96
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2008T3;54,97
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2008T2;55,43
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2008T1;56,78
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2007T4;55,64
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2007T3;57,40
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2007T2;57,00
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2007T1;55,58
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2006T4;56,14
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2006T3;54,78
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2006T2;55,16
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2006T1;55,45
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2005T4;55,38
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2005T3;56,34
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2005T2;53,75
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2005T1;54,38
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2004T4;53,18
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2004T3;53,42
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2004T2;51,03
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2004T1;50,38
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2003T4;50,10
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2003T3;49,81
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2003T2;48,12
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2003T1;48,12
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2002T4;47,32
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2002T3;47,67
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2002T2;47,15
19 Guadalajara;Tasa de empleo de la población;Ambos sexos;2002T1;46,19
21 Huelva;Tasa de actividad;Ambos sexos;2026T1;57,41
21 Huelva;Tasa de actividad;Ambos sexos;2025T4;57,76
21 Huelva;Tasa de actividad;Ambos sexos;2025T3;57,41
21 Huelva;Tasa de actividad;Ambos sexos;2025T2;57,05
21 Huelva;Tasa de actividad;Ambos sexos;2025T1;57,43
21 Huelva;Tasa de actividad;Ambos sexos;2024T4;55,89
21 Huelva;Tasa de actividad;Ambos sexos;2024T3;54,71
21 Huelva;Tasa de actividad;Ambos sexos;2024T2;55,55
21 Huelva;Tasa de actividad;Ambos sexos;2024T1;56,01
21 Huelva;Tasa de actividad;Ambos sexos;2023T4;56,73
21 Huelva;Tasa de actividad;Ambos sexos;2023T3;56,83
21 Huelva;Tasa de actividad;Ambos sexos;2023T2;58,58
21 Huelva;Tasa de actividad;Ambos sexos;2023T1;54,50
21 Huelva;Tasa de actividad;Ambos sexos;2022T4;54,61
21 Huelva;Tasa de actividad;Ambos sexos;2022T3;54,04
21 Huelva;Tasa de actividad;Ambos sexos;2022T2;56,92
21 Huelva;Tasa de actividad;Ambos sexos;2022T1;54,54
21 Huelva;Tasa de actividad;Ambos sexos;2021T4;55,63
21 Huelva;Tasa de actividad;Ambos sexos;2021T3;53,78
21 Huelva;Tasa de actividad;Ambos sexos;2021T2;56,38
21 Huelva;Tasa de actividad;Ambos sexos;2021T1;52,40
21 Huelva;Tasa de actividad;Ambos sexos;2020T4;54,57
21 Huelva;Tasa de actividad;Ambos sexos;2020T3;52,94
21 Huelva;Tasa de actividad;Ambos sexos;2020T2;52,77
21 Huelva;Tasa de actividad;Ambos sexos;2020T1;55,17
21 Huelva;Tasa de actividad;Ambos sexos;2019T4;56,57
21 Huelva;Tasa de actividad;Ambos sexos;2019T3;56,15
21 Huelva;Tasa de actividad;Ambos sexos;2019T2;58,58
21 Huelva;Tasa de actividad;Ambos sexos;2019T1;57,83
21 Huelva;Tasa de actividad;Ambos sexos;2018T4;54,57
21 Huelva;Tasa de actividad;Ambos sexos;2018T3;55,36
21 Huelva;Tasa de actividad;Ambos sexos;2018T2;56,04
21 Huelva;Tasa de actividad;Ambos sexos;2018T1;56,46
21 Huelva;Tasa de actividad;Ambos sexos;2017T4;55,41
21 Huelva;Tasa de actividad;Ambos sexos;2017T3;56,02
21 Huelva;Tasa de actividad;Ambos sexos;2017T2;57,02
21 Huelva;Tasa de actividad;Ambos sexos;2017T1;56,87
21 Huelva;Tasa de actividad;Ambos sexos;2016T4;55,57
21 Huelva;Tasa de actividad;Ambos sexos;2016T3;55,36
21 Huelva;Tasa de actividad;Ambos sexos;2016T2;56,78
21 Huelva;Tasa de actividad;Ambos sexos;2016T1;57,18
21 Huelva;Tasa de actividad;Ambos sexos;2015T4;57,46
21 Huelva;Tasa de actividad;Ambos sexos;2015T3;56,75
21 Huelva;Tasa de actividad;Ambos sexos;2015T2;59,79
21 Huelva;Tasa de actividad;Ambos sexos;2015T1;56,30
21 Huelva;Tasa de actividad;Ambos sexos;2014T4;57,81
21 Huelva;Tasa de actividad;Ambos sexos;2014T3;57,81
21 Huelva;Tasa de actividad;Ambos sexos;2014T2;60,08
21 Huelva;Tasa de actividad;Ambos sexos;2014T1;56,29
21 Huelva;Tasa de actividad;Ambos sexos;2013T4;59,07
21 Huelva;Tasa de actividad;Ambos sexos;2013T3;56,77
21 Huelva;Tasa de actividad;Ambos sexos;2013T2;59,56
21 Huelva;Tasa de actividad;Ambos sexos;2013T1;59,35
21 Huelva;Tasa de actividad;Ambos sexos;2012T4;60,27
21 Huelva;Tasa de actividad;Ambos sexos;2012T3;60,28
21 Huelva;Tasa de actividad;Ambos sexos;2012T2;60,42
21 Huelva;Tasa de actividad;Ambos sexos;2012T1;61,15
21 Huelva;Tasa de actividad;Ambos sexos;2011T4;60,17
21 Huelva;Tasa de actividad;Ambos sexos;2011T3;58,86
21 Huelva;Tasa de actividad;Ambos sexos;2011T2;60,07
21 Huelva;Tasa de actividad;Ambos sexos;2011T1;59,81
21 Huelva;Tasa de actividad;Ambos sexos;2010T4;59,05
21 Huelva;Tasa de actividad;Ambos sexos;2010T3;58,11
21 Huelva;Tasa de actividad;Ambos sexos;2010T2;59,47
21 Huelva;Tasa de actividad;Ambos sexos;2010T1;58,46
21 Huelva;Tasa de actividad;Ambos sexos;2009T4;57,99
21 Huelva;Tasa de actividad;Ambos sexos;2009T3;57,52
21 Huelva;Tasa de actividad;Ambos sexos;2009T2;57,60
21 Huelva;Tasa de actividad;Ambos sexos;2009T1;55,99
21 Huelva;Tasa de actividad;Ambos sexos;2008T4;56,10
21 Huelva;Tasa de actividad;Ambos sexos;2008T3;57,83
21 Huelva;Tasa de actividad;Ambos sexos;2008T2;58,51
21 Huelva;Tasa de actividad;Ambos sexos;2008T1;56,21
21 Huelva;Tasa de actividad;Ambos sexos;2007T4;56,62
21 Huelva;Tasa de actividad;Ambos sexos;2007T3;55,62
21 Huelva;Tasa de actividad;Ambos sexos;2007T2;57,04
21 Huelva;Tasa de actividad;Ambos sexos;2007T1;55,46
21 Huelva;Tasa de actividad;Ambos sexos;2006T4;52,52
21 Huelva;Tasa de actividad;Ambos sexos;2006T3;51,69
21 Huelva;Tasa de actividad;Ambos sexos;2006T2;52,90
21 Huelva;Tasa de actividad;Ambos sexos;2006T1;53,98
21 Huelva;Tasa de actividad;Ambos sexos;2005T4;54,35
21 Huelva;Tasa de actividad;Ambos sexos;2005T3;51,78
21 Huelva;Tasa de actividad;Ambos sexos;2005T2;51,27
21 Huelva;Tasa de actividad;Ambos sexos;2005T1;51,09
21 Huelva;Tasa de actividad;Ambos sexos;2004T4;49,89
21 Huelva;Tasa de actividad;Ambos sexos;2004T3;48,87
21 Huelva;Tasa de actividad;Ambos sexos;2004T2;49,72
21 Huelva;Tasa de actividad;Ambos sexos;2004T1;49,73
21 Huelva;Tasa de actividad;Ambos sexos;2003T4;50,20
21 Huelva;Tasa de actividad;Ambos sexos;2003T3;54,74
21 Huelva;Tasa de actividad;Ambos sexos;2003T2;54,07
21 Huelva;Tasa de actividad;Ambos sexos;2003T1;51,96
21 Huelva;Tasa de actividad;Ambos sexos;2002T4;52,68
21 Huelva;Tasa de actividad;Ambos sexos;2002T3;52,53
21 Huelva;Tasa de actividad;Ambos sexos;2002T2;52,67
21 Huelva;Tasa de actividad;Ambos sexos;2002T1;50,35
21 Huelva;Tasa de paro de la población;Ambos sexos;2026T1;14,28
21 Huelva;Tasa de paro de la población;Ambos sexos;2025T4;15,60
21 Huelva;Tasa de paro de la población;Ambos sexos;2025T3;11,23
21 Huelva;Tasa de paro de la población;Ambos sexos;2025T2;9,94
21 Huelva;Tasa de paro de la población;Ambos sexos;2025T1;15,88
21 Huelva;Tasa de paro de la población;Ambos sexos;2024T4;16,55
21 Huelva;Tasa de paro de la población;Ambos sexos;2024T3;14,44
21 Huelva;Tasa de paro de la población;Ambos sexos;2024T2;12,16
21 Huelva;Tasa de paro de la población;Ambos sexos;2024T1;17,35
21 Huelva;Tasa de paro de la población;Ambos sexos;2023T4;20,17
21 Huelva;Tasa de paro de la población;Ambos sexos;2023T3;19,70
21 Huelva;Tasa de paro de la población;Ambos sexos;2023T2;15,12
21 Huelva;Tasa de paro de la población;Ambos sexos;2023T1;18,32
21 Huelva;Tasa de paro de la población;Ambos sexos;2022T4;21,70
21 Huelva;Tasa de paro de la población;Ambos sexos;2022T3;17,45
21 Huelva;Tasa de paro de la población;Ambos sexos;2022T2;12,27
21 Huelva;Tasa de paro de la población;Ambos sexos;2022T1;18,56
21 Huelva;Tasa de paro de la población;Ambos sexos;2021T4;20,04
21 Huelva;Tasa de paro de la población;Ambos sexos;2021T3;27,33
21 Huelva;Tasa de paro de la población;Ambos sexos;2021T2;13,59
21 Huelva;Tasa de paro de la población;Ambos sexos;2021T1;20,55
21 Huelva;Tasa de paro de la población;Ambos sexos;2020T4;27,16
21 Huelva;Tasa de paro de la población;Ambos sexos;2020T3;21,96
21 Huelva;Tasa de paro de la población;Ambos sexos;2020T2;13,85
21 Huelva;Tasa de paro de la población;Ambos sexos;2020T1;19,42
21 Huelva;Tasa de paro de la población;Ambos sexos;2019T4;23,57
21 Huelva;Tasa de paro de la población;Ambos sexos;2019T3;22,83
21 Huelva;Tasa de paro de la población;Ambos sexos;2019T2;18,41
21 Huelva;Tasa de paro de la población;Ambos sexos;2019T1;22,96
21 Huelva;Tasa de paro de la población;Ambos sexos;2018T4;22,79
21 Huelva;Tasa de paro de la población;Ambos sexos;2018T3;25,98
21 Huelva;Tasa de paro de la población;Ambos sexos;2018T2;20,91
21 Huelva;Tasa de paro de la población;Ambos sexos;2018T1;21,99
21 Huelva;Tasa de paro de la población;Ambos sexos;2017T4;23,40
21 Huelva;Tasa de paro de la población;Ambos sexos;2017T3;25,92
21 Huelva;Tasa de paro de la población;Ambos sexos;2017T2;20,59
21 Huelva;Tasa de paro de la población;Ambos sexos;2017T1;26,22
21 Huelva;Tasa de paro de la población;Ambos sexos;2016T4;28,89
21 Huelva;Tasa de paro de la población;Ambos sexos;2016T3;29,64
21 Huelva;Tasa de paro de la población;Ambos sexos;2016T2;26,62
21 Huelva;Tasa de paro de la población;Ambos sexos;2016T1;30,99
21 Huelva;Tasa de paro de la población;Ambos sexos;2015T4;32,65
21 Huelva;Tasa de paro de la población;Ambos sexos;2015T3;30,86
21 Huelva;Tasa de paro de la población;Ambos sexos;2015T2;26,85
21 Huelva;Tasa de paro de la población;Ambos sexos;2015T1;28,69
21 Huelva;Tasa de paro de la población;Ambos sexos;2014T4;35,26
21 Huelva;Tasa de paro de la población;Ambos sexos;2014T3;35,97
21 Huelva;Tasa de paro de la población;Ambos sexos;2014T2;28,14
21 Huelva;Tasa de paro de la población;Ambos sexos;2014T1;28,44
